,price,area_house,area_land,type,house_material,num_of_floors
1203,3400000,58.0,6.0,индивидуальное жилищное строительство,дерево,1
1204,14987000,165.0,5.0,индивидуальное жилищное строительство,кирпич,2
1205,4900000,120.0,8.0,садоводство,блок,2
1206,4490000,86.0,11.0,индивидуальное жилищное строительство,дерево,2
1207,4000000,90.0,10.0,индивидуальное жилищное строительство,дерево,2
1208,7300000,117.0,8.0,индивидуальное жилищное строительство,блок,1
1209,7100000,94.0,6.0,индивидуальное жилищное строительство,блок,1
1210,5800000,120.0,7.0,садоводство,блок,1
1211,8600000,140.0,6.0,индивидуальное жилищное строительство,блок,2
1212,8200000,143.0,14.0,индивидуальное жилищное строительство,блок,1
1213,23500000,208.0,6.0,индивидуальное жилищное строительство,кирпич,2
1214,4500000,194.0,23.0,индивидуальное жилищное строительство,блок,2
1215,680000,12.0,13.0,индивидуальное жилищное строительство,дерево,1
1216,12750000,209.0,9.0,индивидуальное жилищное строительство,блок,2
1217,5650000,120.0,11.0,индивидуальное жилищное строительство,блок,2
1218,19800000,125.0,27.0,индивидуальное жилищное строительство,блок,3
1219,2700000,30.0,5.0,индивидуальное жилищное строительство,дерево,2
1220,1300000,26.0,23.0,индивидуальное жилищное строительство,дерево,1
1221,4300000,92.0,9.0,индивидуальное жилищное строительство,дерево,2
1222,21990000,320.0,30.0,индивидуальное жилищное строительство,кирпич,2
1223,3000000,187.0,20.0,индивидуальное жилищное строительство,дерево,2
1224,5500000,110.0,22.0,индивидуальное жилищное строительство,кирпич,2
1225,8600000,125.0,9.0,индивидуальное жилищное строительство,блок,2
1226,5100000,50.0,13.0,индивидуальное жилищное строительство,блок,1
1227,510000,50.0,6.0,индивидуальное жилищное строительство,дерево,2
1228,3300000,64.0,2162.0,индивидуальное жилищное строительство,блок,1
1229,1850000,120.0,5.0,индивидуальное жилищное строительство,кирпич,2
1230,3100000,98.0,20.0,индивидуальное жилищное строительство,блок,2
1231,7000000,194.0,15.0,индивидуальное жилищное строительство,дерево,2
1232,1550000,60.0,15.0,индивидуальное жилищное строительство,блок,1
1233,3800000,29.0,13.0,индивидуальное жилищное строительство,дерево,1
1234,7100000,148.0,8.0,индивидуальное жилищное строительство,блок,2
1235,7700000,75.0,8.0,индивидуальное жилищное строительство,блок,1
1236,14990000,248.0,10.0,индивидуальное жилищное строительство,блок,2
1237,1300000,90.0,11.0,садоводство,дерево,2
1238,1500000,59.0,9.0,индивидуальное жилищное строительство,дерево,1
1239,3800000,86.0,19.0,индивидуальное жилищное строительство,кирпич,1
1240,5930000,110.0,10.0,индивидуальное жилищное строительство,блок,1
1241,1050000,54.0,21.0,индивидуальное жилищное строительство,дерево,1
1242,6000000,120.0,6.0,индивидуальное жилищное строительство,блок,1
1243,35000000,384.0,15.0,садоводство,кирпич,2
1244,6800000,115.0,7.0,индивидуальное жилищное строительство,блок,1
1245,4350000,91.0,13.0,индивидуальное жилищное строительство,дерево,1
1246,7500000,235.0,10.0,индивидуальное жилищное строительство,блок,2
1247,2500000,68.0,3.0,индивидуальное жилищное строительство,блок,1
1248,2500000,37.0,27.0,индивидуальное жилищное строительство,дерево,1
1249,1700000,30.0,6.0,индивидуальное жилищное строительство,дерево,1
1250,24990000,209.0,9.0,индивидуальное жилищное строительство,блок,2
1251,2700000,45.0,6.0,садоводство,дерево,2
1252,3100000,92.0,12.0,индивидуальное жилищное строительство,блок,2
1253,3400000,59.0,5.0,индивидуальное жилищное строительство,блок,1
1254,8500000,300.0,8.0,индивидуальное жилищное строительство,кирпич,2
1255,13500000,235.0,6.0,индивидуальное жилищное строительство,блок,2
1256,2500000,116.0,15.0,индивидуальное жилищное строительство,кирпич,2
1257,5150000,99.0,11.0,индивидуальное жилищное строительство,блок,1
1258,16100000,180.0,12.0,индивидуальное жилищное строительство,кирпич,2
1259,4600000,120.0,7.0,садоводство,блок,2
1260,8750000,220.0,6.0,индивидуальное жилищное строительство,кирпич,2
1261,11120000,106.0,16.0,индивидуальное жилищное строительство,дерево,1
1262,700000,47.0,14.0,индивидуальное жилищное строительство,дерево,1
1263,6200000,73.0,18.0,индивидуальное жилищное строительство,кирпич,2
1264,9100000,105.0,8.0,индивидуальное жилищное строительство,дерево,2
1265,7500000,110.0,6.0,индивидуальное жилищное строительство,блок,1
1266,55000000,966.0,20.0,индивидуальное жилищное строительство,кирпич,4
1267,5400000,80.0,8.0,индивидуальное жилищное строительство,блок,1
1268,6000000,215.0,11.0,индивидуальное жилищное строительство,блок,2
1269,1200000,120.0,30.0,садоводство,блок,1
1270,8700000,280.0,15.0,индивидуальное жилищное строительство,блок,3
1271,350000,44.0,13.0,индивидуальное жилищное строительство,дерево,1
1272,6900000,110.0,6.0,индивидуальное жилищное строительство,блок,1
1273,1190000,21.0,9.0,индивидуальное жилищное строительство,дерево,1
1274,3400000,180.0,20.0,садоводство,дерево,2
1275,600000,60.0,49.0,индивидуальное жилищное строительство,дерево,1
1276,8500000,135.0,10.0,индивидуальное жилищное строительство,блок,2
1277,2900000,60.0,11.0,индивидуальное жилищное строительство,блок,2
1278,1250000,60.0,12.0,индивидуальное жилищное строительство,дерево,1
1279,8000000,142.0,10.0,индивидуальное жилищное строительство,блок,2
1280,1600000,44.0,6.0,индивидуальное жилищное строительство,кирпич,1
1281,39000000,407.0,28.0,индивидуальное жилищное строительство,блок,2
1282,15000000,200.0,16.0,индивидуальное жилищное строительство,блок,2
1283,3500000,70.0,5.0,индивидуальное жилищное строительство,дерево,1
1284,33900000,424.0,12.0,индивидуальное жилищное строительство,кирпич,2
1285,4500000,194.0,23.0,индивидуальное жилищное строительство,блок,2
1286,680000,12.0,13.0,индивидуальное жилищное строительство,дерево,1
1287,12750000,209.0,9.0,индивидуальное жилищное строительство,блок,2
1288,5650000,120.0,11.0,индивидуальное жилищное строительство,блок,2
1289,19800000,125.0,27.0,индивидуальное жилищное строительство,блок,3
1290,2700000,30.0,5.0,индивидуальное жилищное строительство,дерево,2
1291,1300000,26.0,23.0,индивидуальное жилищное строительство,дерево,1
1292,4300000,92.0,9.0,индивидуальное жилищное строительство,дерево,2
1293,21990000,320.0,30.0,индивидуальное жилищное строительство,кирпич,2
1294,3000000,187.0,20.0,индивидуальное жилищное строительство,дерево,2
1295,5500000,110.0,22.0,индивидуальное жилищное строительство,кирпич,2
1296,8600000,125.0,9.0,индивидуальное жилищное строительство,блок,2
1297,5100000,50.0,13.0,индивидуальное жилищное строительство,блок,1
1298,510000,50.0,6.0,индивидуальное жилищное строительство,дерево,2
1299,3300000,64.0,2162.0,индивидуальное жилищное строительство,блок,1
1300,20000000,236.0,17.0,индивидуальное жилищное строительство,блок,2
1301,1300000,63.0,6.0,индивидуальное жилищное строительство,дерево,2
1302,5000000,149.0,800.0,индивидуальное жилищное строительство,блок,2
1303,14000000,200.0,6.0,индивидуальное жилищное строительство,дерево,2
1304,1249000,48.0,13.0,индивидуальное жилищное строительство,дерево,1
1305,1299000,42.0,6.0,индивидуальное жилищное строительство,дерево,2
1306,3000000,45.0,6.0,индивидуальное жилищное строительство,кирпич,1
1307,69999000,485.0,14.0,индивидуальное жилищное строительство,блок,3
1308,2200000,48.0,9.0,индивидуальное жилищное строительство,дерево,1
1309,10000000,300.0,16.0,индивидуальное жилищное строительство,кирпич,2
1310,1500000,81.0,13.0,индивидуальное жилищное строительство,дерево,1
1311,14900000,455.0,73.0,садоводство,кирпич,2
1312,14850000,321.0,10.0,индивидуальное жилищное строительство,блок,2
1313,2100000,40.0,15.0,индивидуальное жилищное строительство,дерево,1
1314,6200000,110.0,10.0,индивидуальное жилищное строительство,блок,1
1315,14900000,250.0,16.0,индивидуальное жилищное строительство,блок,2
1316,36000000,398.0,9.0,индивидуальное жилищное строительство,кирпич,4
1317,1700000,41.0,13.0,индивидуальное жилищное строительство,дерево,1
1318,3990000,240.0,7.0,индивидуальное жилищное строительство,кирпич,2
1319,7000000,110.0,16.0,индивидуальное жилищное строительство,блок,1
1320,1050000,18.0,4.0,индивидуальное жилищное строительство,дерево,1
1321,3500000,114.0,9.0,садоводство,дерево,2
1322,15000000,304.0,10.0,индивидуальное жилищное строительство,блок,2
1323,7000000,105.0,6.0,индивидуальное жилищное строительство,блок,1
1324,25000000,250.0,8.0,индивидуальное жилищное строительство,кирпич,3
1325,1300000,66.0,6.0,индивидуальное жилищное строительство,блок,1
1326,4600000,150.0,10.0,индивидуальное жилищное строительство,блок,2
1327,9900000,160.0,13.0,индивидуальное жилищное строительство,блок,2
1328,7500000,100.0,6.0,индивидуальное жилищное строительство,блок,1
1329,6590000,89.0,17.0,индивидуальное жилищное строительство,блок,1
1330,3800000,65.0,9.0,индивидуальное жилищное строительство,дерево,1
1331,890000,30.0,8.0,индивидуальное жилищное строительство,дерево,1
1332,8500000,146.0,17.0,индивидуальное жилищное строительство,дерево,2
1333,1650000,45.0,4.0,садоводство,дерево,2
1334,11000000,180.0,7.0,индивидуальное жилищное строительство,блок,2
1335,6500000,96.0,12.0,индивидуальное жилищное строительство,блок,1
1336,4200000,81.0,5.0,индивидуальное жилищное строительство,дерево,1
1337,250000,20.0,19.0,индивидуальное жилищное строительство,дерево,1
1338,3260000,90.0,14.0,индивидуальное жилищное строительство,блок,1
1339,7250000,130.0,6.0,индивидуальное жилищное строительство,блок,1
1340,9100000,130.0,10.0,индивидуальное жилищное строительство,блок,1
1341,7666000,192.0,10.0,индивидуальное жилищное строительство,блок,2
1342,920000,40.0,12.0,индивидуальное жилищное строительство,дерево,1
1343,750000,28.0,16.0,индивидуальное жилищное строительство,дерево,1
1344,3200000,140.0,12.0,индивидуальное жилищное строительство,блок,1
1345,950000,36.0,19.0,индивидуальное жилищное строительство,дерево,1
1346,6990000,77.0,13.0,индивидуальное жилищное строительство,дерево,1
1347,7200000,100.0,15.0,индивидуальное жилищное строительство,дерево,2
1348,850000,22.0,14.0,индивидуальное жилищное строительство,дерево,1
1349,17900000,385.0,12.0,садоводство,блок,3
1350,900000,35.0,7.0,индивидуальное жилищное строительство,дерево,2
1351,1230000,37.0,6.0,индивидуальное жилищное строительство,дерево,1
1352,8999999,142.0,6.0,индивидуальное жилищное строительство,кирпич,2
1353,17999000,224.0,6.0,индивидуальное жилищное строительство,кирпич,2
1354,5990000,150.0,5.0,индивидуальное жилищное строительство,блок,2
1355,8527000,101.0,10.0,индивидуальное жилищное строительство,блок,1
1356,3000000,51.0,11.0,индивидуальное жилищное строительство,дерево,2
1357,760000,25.0,4.0,индивидуальное жилищное строительство,блок,2
1358,2950000,86.0,15.0,индивидуальное жилищное строительство,блок,1
1359,550000,24.0,6.0,индивидуальное жилищное строительство,дерево,1
1360,6500000,110.0,6.0,индивидуальное жилищное строительство,блок,1
1361,1420000,51.0,10.0,садоводство,дерево,2
1362,1500000,60.0,16.0,индивидуальное жилищное строительство,кирпич,1
1363,4100000,75.0,3.0,садоводство,блок,2
1364,650000,20.0,6.0,садоводство,дерево,1
1365,7000000,150.0,6.0,садоводство,блок,1
1366,3500000,55.0,12.0,индивидуальное жилищное строительство,дерево,1
1367,4100000,67.0,10.0,индивидуальное жилищное строительство,дерево,1
1368,2700000,70.0,7.0,садоводство,дерево,2
1369,5100000,90.0,7.0,индивидуальное жилищное строительство,блок,1
1370,4400000,53.0,11.0,индивидуальное жилищное строительство,дерево,1
1371,860000,34.0,17.0,индивидуальное жилищное строительство,дерево,1
1372,3530000,70.0,7.0,садоводство,дерево,1
1373,3450000,45.0,17.0,садоводство,дерево,2
1374,12500000,139.0,8.0,индивидуальное жилищное строительство,блок,1
1375,17500000,360.0,18.0,индивидуальное жилищное строительство,кирпич,2
1376,2300000,36.0,18.0,индивидуальное жилищное строительство,дерево,2
1377,990000,41.0,6.0,индивидуальное жилищное строительство,дерево,1
1378,5000000,100.0,12.0,индивидуальное жилищное строительство,блок,1
1379,1100000,28.0,16.0,индивидуальное жилищное строительство,дерево,1
1380,600000,23.0,20.0,индивидуальное жилищное строительство,дерево,1
1381,14600000,133.0,12.0,индивидуальное жилищное строительство,блок,1
1382,1320000,36.0,13.0,индивидуальное жилищное строительство,дерево,1
1383,400000,42.0,19.0,индивидуальное жилищное строительство,дерево,1
1384,7799000,100.0,7.0,индивидуальное жилищное строительство,кирпич,2
1385,999999,41.0,30.0,индивидуальное жилищное строительство,дерево,1
1386,3199000,60.0,21.0,индивидуальное жилищное строительство,кирпич,1
1387,2400000,65.0,6.0,индивидуальное жилищное строительство,дерево,2
1388,13000000,211.0,12.0,индивидуальное жилищное строительство,блок,2
1389,4450000,469.0,24.0,индивидуальное жилищное строительство,блок,2
1390,2100000,32.0,19.0,индивидуальное жилищное строительство,дерево,1
1391,9999000,78.0,33.0,индивидуальное жилищное строительство,дерево,2
1392,2100000,70.0,11.0,индивидуальное жилищное строительство,кирпич,2
1393,3600000,250.0,10.0,индивидуальное жилищное строительство,блок,3
1394,1800000,28.0,11.0,индивидуальное жилищное строительство,блок,1
1395,1750000,30.0,25.0,индивидуальное жилищное строительство,дерево,1
1396,3000000,61.0,9.0,индивидуальное жилищное строительство,блок,1
1397,5500000,90.0,10.0,индивидуальное жилищное строительство,блок,1
1398,900000,30.0,6.0,индивидуальное жилищное строительство,дерево,1
1399,900000,50.0,9.0,индивидуальное жилищное строительство,дерево,1
1400,1550000,49.0,9.0,индивидуальное жилищное строительство,дерево,1
1401,8900000,106.0,5.0,индивидуальное жилищное строительство,блок,1
1402,30000000,200.0,13.0,индивидуальное жилищное строительство,кирпич,2
1403,5900000,90.0,6.0,индивидуальное жилищное строительство,блок,1
1404,4500000,68.0,15.0,индивидуальное жилищное строительство,дерево,1
1405,7000000,194.0,15.0,индивидуальное жилищное строительство,дерево,2
1406,1550000,60.0,15.0,индивидуальное жилищное строительство,блок,1
1407,3800000,29.0,13.0,индивидуальное жилищное строительство,дерево,1
1408,7100000,148.0,8.0,индивидуальное жилищное строительство,блок,2
1409,7700000,75.0,8.0,индивидуальное жилищное строительство,блок,1
1410,14990000,248.0,10.0,индивидуальное жилищное строительство,блок,2
1411,1300000,90.0,11.0,садоводство,дерево,2
1412,1500000,59.0,9.0,индивидуальное жилищное строительство,дерево,1
1413,3800000,86.0,19.0,индивидуальное жилищное строительство,кирпич,1
1414,9840000,150.0,7.0,садоводство,блок,2
1415,5650000,74.0,6.0,индивидуальное жилищное строительство,дерево,1
1416,5250000,83.0,6.0,индивидуальное жилищное строительство,дерево,1
1417,980000,21.0,5.0,садоводство,блок,1
1418,590000,35.0,5.0,индивидуальное жилищное строительство,дерево,2
1419,4400000,163.0,9.0,индивидуальное жилищное строительство,блок,2
1420,3650000,70.0,12.0,индивидуальное жилищное строительство,дерево,1
1421,6390000,89.0,18.0,индивидуальное жилищное строительство,блок,1
1422,1150000,16.0,5.0,садоводство,дерево,2
1423,150000,138.0,25.0,индивидуальное жилищное строительство,дерево,1
1424,6000000,93.0,13.0,индивидуальное жилищное строительство,блок,2
1425,420000,30.0,24.0,индивидуальное жилищное строительство,дерево,1
1426,9300000,78.0,8.0,индивидуальное жилищное строительство,блок,1
1427,2000000,116.0,20.0,индивидуальное жилищное строительство,кирпич,2
1428,6970000,184.0,8.0,индивидуальное жилищное строительство,дерево,2
1429,3990000,72.0,11.0,индивидуальное жилищное строительство,дерево,1
1430,400000,30.0,15.0,индивидуальное жилищное строительство,дерево,1
1431,2800000,47.0,10.0,индивидуальное жилищное строительство,дерево,1
1432,15000000,365.0,13.0,индивидуальное жилищное строительство,кирпич,3
1433,2200000,79.0,6.0,индивидуальное жилищное строительство,кирпич,1
1434,1160000,30.0,1001.0,индивидуальное жилищное строительство,дерево,2
1435,1500000,36.0,10.0,индивидуальное жилищное строительство,дерево,1
1436,1300000,35.0,19.0,индивидуальное жилищное строительство,дерево,1
1437,9000000,200.0,18.0,индивидуальное жилищное строительство,блок,2
1438,10990000,254.0,6.0,индивидуальное жилищное строительство,дерево,2
1439,1190000,24.0,6.0,индивидуальное жилищное строительство,дерево,1
1440,12500000,300.0,17.0,индивидуальное жилищное строительство,кирпич,4
1441,4000000,71.0,6.0,индивидуальное жилищное строительство,дерево,1
1442,1900000,30.0,8.0,индивидуальное жилищное строительство,дерево,1
1443,2000000,50.0,6.0,индивидуальное жилищное строительство,дерево,1
1444,7650000,146.0,6.0,индивидуальное жилищное строительство,блок,2
1445,399999,66.0,22.0,индивидуальное жилищное строительство,дерево,1
1446,23000000,255.0,34.0,индивидуальное жилищное строительство,дерево,2
1447,1380000,18.0,11.0,индивидуальное жилищное строительство,дерево,1
1448,6500000,130.0,40.0,индивидуальное жилищное строительство,кирпич,2
1449,5000000,210.0,7.0,индивидуальное жилищное строительство,блок,2
1450,35000000,384.0,15.0,садоводство,кирпич,2
1451,6800000,115.0,7.0,индивидуальное жилищное строительство,блок,1
1452,4350000,91.0,13.0,индивидуальное жилищное строительство,дерево,1
1453,580000,33.0,12.0,индивидуальное жилищное строительство,дерево,1
1454,26500000,305.0,22.0,индивидуальное жилищное строительство,кирпич,1
1455,1340000,42.0,12.0,индивидуальное жилищное строительство,дерево,1
1456,1960000,50.0,11.0,индивидуальное жилищное строительство,дерево,1
1457,3560000,176.0,9.0,индивидуальное жилищное строительство,блок,2
1458,600000,30.0,15.0,индивидуальное жилищное строительство,дерево,1
1459,7565000,123.0,8.0,индивидуальное жилищное строительство,кирпич,1
1460,1470000,40.0,7.0,индивидуальное жилищное строительство,дерево,1
1461,3300000,125.0,15.0,индивидуальное жилищное строительство,блок,2
1462,13000000,272.0,10.0,индивидуальное жилищное строительство,блок,2
1463,1490000,64.0,18.0,индивидуальное жилищное строительство,дерево,1
1464,990000,73.0,5.0,индивидуальное жилищное строительство,кирпич,1
1465,800000,43.0,20.0,индивидуальное жилищное строительство,дерево,1
1466,8340000,480.0,9.0,индивидуальное жилищное строительство,блок,3
1467,1200000,31.0,10.0,индивидуальное жилищное строительство,дерево,1
1468,3700000,250.0,25.0,индивидуальное жилищное строительство,дерево,2
1469,715000,30.0,8.0,индивидуальное жилищное строительство,дерево,2
1470,4600000,140.0,10.0,индивидуальное жилищное строительство,блок,2
1471,3600000,128.0,15.0,индивидуальное жилищное строительство,блок,1
1472,3990000,73.0,6.0,индивидуальное жилищное строительство,блок,1
1473,7900000,110.0,9.0,индивидуальное жилищное строительство,блок,1
1474,850000,50.0,15.0,индивидуальное жилищное строительство,дерево,1
1475,850000,54.0,24.0,индивидуальное жилищное строительство,дерево,1
1476,4000000,49.0,6.0,индивидуальное жилищное строительство,дерево,1
1477,300000,38.0,14.0,индивидуальное жилищное строительство,дерево,1
1478,28700000,543.0,30.0,индивидуальное жилищное строительство,кирпич,3
1479,330000,20.0,8.0,индивидуальное жилищное строительство,дерево,1
1480,6000000,215.0,11.0,индивидуальное жилищное строительство,блок,2
1481,3850000,39.0,4.0,индивидуальное жилищное строительство,дерево,1
1482,1800000,44.0,4.0,садоводство,дерево,2
1483,10580000,180.0,11.0,индивидуальное жилищное строительство,блок,2
1484,3800000,52.0,6.0,индивидуальное жилищное строительство,дерево,1
1485,2000000,70.0,14.0,индивидуальное жилищное строительство,дерево,1
1486,4440000,200.0,6.0,индивидуальное жилищное строительство,блок,2
1487,1800000,50.0,25.0,индивидуальное жилищное строительство,дерево,1
1488,4700000,77.0,9.0,индивидуальное жилищное строительство,дерево,2
1489,8300000,213.0,10.0,индивидуальное жилищное строительство,кирпич,2
1490,1600000,48.0,25.0,индивидуальное жилищное строительство,дерево,2
1491,590000,30.0,12.0,садоводство,дерево,1
1492,1550000,62.0,4.0,садоводство,дерево,2
1493,38500000,820.0,20.0,индивидуальное жилищное строительство,кирпич,2
1494,4550000,64.0,6.0,индивидуальное жилищное строительство,дерево,1
1495,10700000,189.0,25.0,индивидуальное жилищное строительство,блок,2
1496,4999000,65.0,16.0,индивидуальное жилищное строительство,кирпич,2
1497,550000,46.0,23.0,индивидуальное жилищное строительство,дерево,1
1498,400000,26.0,12.0,индивидуальное жилищное строительство,дерево,1
1499,3999900,66.0,4.0,индивидуальное жилищное строительство,блок,1
1500,15867999,200.0,10.0,индивидуальное жилищное строительство,кирпич,2
1501,590000,52.0,20.0,садоводство,дерево,1
1502,10400000,350.0,16.0,индивидуальное жилищное строительство,кирпич,3
1503,790000,25.0,4.0,садоводство,дерево,2
1504,2900000,83.0,6.0,индивидуальное жилищное строительство,кирпич,1
1505,5960000,53.0,10.0,индивидуальное жилищное строительство,дерево,2
1506,5500000,74.0,816.0,индивидуальное жилищное строительство,кирпич,1
1507,4200000,154.0,23.0,индивидуальное жилищное строительство,дерево,3
1508,850000,30.0,7.0,индивидуальное жилищное строительство,дерево,1
1509,1900000,50.0,12.0,индивидуальное жилищное строительство,дерево,1
1510,3550000,74.0,9.0,индивидуальное жилищное строительство,дерево,1
1511,3370000,137.0,10.0,индивидуальное жилищное строительство,кирпич,2
1512,2900000,104.0,9.0,индивидуальное жилищное строительство,блок,2
1513,3000000,52.0,15.0,индивидуальное жилищное строительство,дерево,2
1514,8500000,82.0,8.0,индивидуальное жилищное строительство,дерево,2
1515,2350000,28.0,5.0,индивидуальное жилищное строительство,кирпич,2
1516,3450000,33.0,26.0,индивидуальное жилищное строительство,дерево,1
1517,2100000,45.0,7.0,индивидуальное жилищное строительство,дерево,1
1518,4059000,180.0,9.0,индивидуальное жилищное строительство,блок,2
1519,2550000,150.0,10.0,индивидуальное жилищное строительство,дерево,2
1520,23000000,390.0,20.0,индивидуальное жилищное строительство,монолит-кирпич,4
1521,8500000,409.0,8.0,индивидуальное жилищное строительство,кирпич,2
1522,8500000,105.0,14.0,индивидуальное жилищное строительство,блок,1
1523,6250000,123.0,10.0,индивидуальное жилищное строительство,блок,1
1524,300000,49.0,26.0,индивидуальное жилищное строительство,дерево,1
1525,14000000,172.0,15.0,индивидуальное жилищное строительство,кирпич,2
1526,980000,32.0,8.0,индивидуальное жилищное строительство,дерево,2
1527,23000000,474.0,11.0,индивидуальное жилищное строительство,кирпич,2
1528,1480000,48.0,6.0,индивидуальное жилищное строительство,дерево,1
1529,9930000,125.0,9.0,индивидуальное жилищное строительство,блок,2
1530,8900000,245.0,16.0,индивидуальное жилищное строительство,кирпич,2
1531,15000000,202.0,10.0,индивидуальное жилищное строительство,блок,2
1532,3300000,64.0,6.0,индивидуальное жилищное строительство,кирпич,1
1533,24990000,340.0,10.0,индивидуальное жилищное строительство,кирпич,2
1534,7900000,86.0,12.0,индивидуальное жилищное строительство,блок,2
1535,2219520,90.0,6.0,индивидуальное жилищное строительство,дерево,2
1536,14400000,210.0,13.0,индивидуальное жилищное строительство,дерево,2
1537,2100000,30.0,13.0,индивидуальное жилищное строительство,дерево,1
1538,6650000,100.0,7.0,индивидуальное жилищное строительство,блок,1
1539,5500000,92.0,15.0,индивидуальное жилищное строительство,дерево,2
1540,7000000,122.0,7.0,индивидуальное жилищное строительство,блок,1
1541,700000,29.0,5.0,индивидуальное жилищное строительство,дерево,1
1542,700000,53.0,12.0,индивидуальное жилищное строительство,дерево,1
1543,899000,29.0,8.0,индивидуальное жилищное строительство,дерево,1
1544,6900000,130.0,6.0,индивидуальное жилищное строительство,блок,1
1545,2500000,160.0,18.0,индивидуальное жилищное строительство,блок,2
1546,4300000,80.0,7.0,индивидуальное жилищное строительство,блок,1
1547,1280000,68.0,20.0,индивидуальное жилищное строительство,дерево,1
1548,2100000,42.0,6.0,индивидуальное жилищное строительство,блок,1
1549,3100000,76.0,16.0,индивидуальное жилищное строительство,блок,2
1550,7300000,125.0,7.0,индивидуальное жилищное строительство,блок,1
1551,20600000,246.0,10.0,индивидуальное жилищное строительство,блок,3
1552,3800000,104.0,7.0,индивидуальное жилищное строительство,блок,1
1553,12500000,400.0,10.0,индивидуальное жилищное строительство,кирпич,2
1554,2950000,57.0,18.0,индивидуальное жилищное строительство,дерево,1
1555,4990000,69.0,12.0,индивидуальное жилищное строительство,кирпич,2
1556,15000000,154.0,20.0,индивидуальное жилищное строительство,дерево,3
1557,4100000,74.0,22.0,индивидуальное жилищное строительство,дерево,1
1558,25600000,290.0,10.0,индивидуальное жилищное строительство,кирпич,2
1559,1370000,50.0,9.0,индивидуальное жилищное строительство,дерево,1
1560,3800000,185.0,6.0,индивидуальное жилищное строительство,блок,1
1561,5470000,85.0,9.0,индивидуальное жилищное строительство,блок,1
1562,5560000,85.0,9.0,индивидуальное жилищное строительство,блок,1
1563,5450000,86.0,8.0,индивидуальное жилищное строительство,блок,1
1564,4990000,37.0,8.0,индивидуальное жилищное строительство,дерево,1
1565,3200000,40.0,12.0,индивидуальное жилищное строительство,блок,2
1566,2130000,50.0,6.0,индивидуальное жилищное строительство,кирпич,1
1567,8500000,250.0,12.0,индивидуальное жилищное строительство,блок,2
1568,850000,114.0,6.0,индивидуальное жилищное строительство,дерево,2
1569,199000,45.0,15.0,индивидуальное жилищное строительство,дерево,1
1570,860000,35.0,7.0,индивидуальное жилищное строительство,дерево,1
1571,6730000,102.0,8.0,индивидуальное жилищное строительство,кирпич,1
1572,1600000,30.0,5.0,индивидуальное жилищное строительство,дерево,1
1573,1360000,60.0,18.0,индивидуальное жилищное строительство,дерево,1
1574,6700000,50.0,6.0,индивидуальное жилищное строительство,блок,1
1575,14500000,120.0,35.0,индивидуальное жилищное строительство,блок,2
1576,3100000,133.0,1392.0,индивидуальное жилищное строительство,дерево,2
1577,13900000,195.0,10.0,индивидуальное жилищное строительство,блок,2
1578,2530000,58.0,7.0,индивидуальное жилищное строительство,дерево,1
1579,1800000,30.0,30.0,индивидуальное жилищное строительство,дерево,1
1580,3200000,128.0,30.0,индивидуальное жилищное строительство,дерево,2
1581,600000,40.0,22.0,индивидуальное жилищное строительство,дерево,1
1582,2600000,80.0,18.0,индивидуальное жилищное строительство,дерево,2
1583,10499000,188.0,9.0,индивидуальное жилищное строительство,блок,2
1584,23000000,296.0,16.0,индивидуальное жилищное строительство,кирпич,3
1585,2700000,137.0,20.0,садоводство,блок,2
1586,2000000,40.0,17.0,индивидуальное жилищное строительство,дерево,1
1587,590000,25.0,5.0,садоводство,дерево,1
1588,6900000,56.0,18.0,индивидуальное жилищное строительство,дерево,1
1589,260000,35.0,4.0,индивидуальное жилищное строительство,кирпич,2
1590,4000000,107.0,6.0,садоводство,блок,1
1591,1100000,32.0,14.0,индивидуальное жилищное строительство,дерево,2
1592,3500000,83.0,6.0,индивидуальное жилищное строительство,блок,2
1593,3100000,50.0,20.0,садоводство,кирпич,1
1594,2070000,76.0,11.0,индивидуальное жилищное строительство,блок,1
1595,14250000,207.0,18.0,индивидуальное жилищное строительство,кирпич,2
1596,1150000,27.0,10.0,индивидуальное жилищное строительство,дерево,1
1597,7780000,189.0,15.0,индивидуальное жилищное строительство,блок,2
1598,3700000,52.0,12.0,индивидуальное жилищное строительство,кирпич,1
1599,5500000,390.0,9.0,индивидуальное жилищное строительство,кирпич,2
1600,5000000,58.0,7.0,индивидуальное жилищное строительство,блок,1
1601,5950000,58.0,12.0,индивидуальное жилищное строительство,дерево,1
1602,1450000,140.0,7.0,индивидуальное жилищное строительство,кирпич,2
1603,1350000,48.0,26.0,индивидуальное жилищное строительство,дерево,1
1604,17200000,200.0,8.0,индивидуальное жилищное строительство,блок,3
1605,2500000,70.0,17.0,индивидуальное жилищное строительство,дерево,1
1606,750000,24.0,20.0,индивидуальное жилищное строительство,дерево,1
1607,6200000,86.0,11.0,индивидуальное жилищное строительство,дерево,2
1608,3500000,55.0,6.0,индивидуальное жилищное строительство,кирпич,1
1609,400000,27.0,9.0,индивидуальное жилищное строительство,дерево,1
1610,7500000,170.0,11.0,индивидуальное жилищное строительство,блок,2
1611,860000,41.0,6.0,индивидуальное жилищное строительство,дерево,2
1612,4000000,97.0,14.0,индивидуальное жилищное строительство,блок,2
1613,1050000,27.0,10.0,индивидуальное жилищное строительство,дерево,1
